Rank,Released Worldwide,Title,Worldwide Box Office,Domestic box officce,International Box Office
"13,683",2017,Şansımı Seveyim,"$1,632,693",,"$1,632,693"
"13,684",2018,"Plaire, aimer et courir vite","$1,631,910","$30,584","$1,601,326"
"13,685",2018,The Dawn Wall,"$1,631,682","$1,037,023","$594,659"
"13,686",2009,A Million,"$1,631,439",,"$1,631,439"
"13,687",2013,Den skaldede frisør,"$1,631,306","$1,631,306",
"13,688",2018,The Faithful,"$1,630,917",,"$1,630,917"
"13,689",2005,Secuestro Express,"$1,629,473","$302,256","$1,327,217"
"13,690",2018,I Still See You,"$1,629,431",,"$1,629,431"
"13,691",2011,The Reunion,"$1,628,770",,"$1,628,770"
"13,692",1999,Bacheha-Ye aseman,"$1,628,579","$933,933","$694,646"
"13,693",2017,Last Flag Flying,"$1,627,983","$965,481","$662,502"
"13,694",1990,Brain Dead,"$1,627,955","$1,627,955",
"13,695",2023,The Retirement Plan,"$1,626,950","$1,607,344","$19,606"
"13,696",1964,A Hard Day's Night,"$1,626,784","$1,537,860","$88,924"
"13,697",2016,Troppo Napoletano,"$1,626,758",,"$1,626,758"
"13,698",1998,The Gingerbread Man,"$1,626,593","$1,626,593",
"13,699",2013,Bhaag Milkha Bhaag,"$1,626,289","$1,626,289",
"13,700",2023,When Evil Lurks,"$1,625,500","$546,626","$1,078,874"
"13,701",2019,Vernost,"$1,625,306",,"$1,625,306"
"13,702",2021,Beullaekpingkeu deo mubi,"$1,625,095",,"$1,625,095"
"13,703",2017,Firangi,"$1,623,686",,"$1,623,686"
"13,704",2022,Super Furball Saves the Future,"$1,623,395",,"$1,623,395"
"13,705",2018,Čertoviny,"$1,621,792",,"$1,621,792"
"13,706",2021,Mystère à Saint-Tropez,"$1,620,837",,"$1,620,837"
"13,707",2018,Budapest,"$1,620,601",,"$1,620,601"
"13,708",2021,Qing Chun Zuo Ban Hao Huan Xiang (青春作…,"$1,620,000",,"$1,620,000"
"13,709",1994,Vertical Reality,"$1,619,747","$1,619,747",
"13,710",2014,Barbie and the Secret Door,"$1,619,644",,"$1,619,644"
"13,711",2010,Carlos,"$1,619,153","$145,526","$1,473,627"
"13,712",2015,Mo Er Zhuang Yuan 3: Mo Huan Lie Che …,"$1,618,159",,"$1,618,159"
"13,713",2015,Superpai,"$1,617,090",,"$1,617,090"
"13,714",2013,Parkland,"$1,616,353","$641,439","$974,914"
"13,715",2020,Casanova's,"$1,616,294",,"$1,616,294"
"13,716",2016,Fa Tiao Cheng Shi,"$1,616,270",,"$1,616,270"
"13,717",2019,Mamá Se Fue De Viaje,"$1,615,984",,"$1,615,984"
"13,718",1996,Walking and Talking,"$1,615,787","$1,287,480","$328,307"
"13,719",2020,Kajillionaire,"$1,615,171","$531,430","$1,083,741"
"13,720",2018,La Sombra de la ley,"$1,615,031",,"$1,615,031"
"13,721",2011,Tofu Kozo Sugoroku-dochu Furidashi,"$1,614,401",,"$1,614,401"
"13,722",2019,Devushki byvayut raznye,"$1,614,224",,"$1,614,224"
"13,723",2022,Siccita,"$1,613,466",,"$1,613,466"
"13,724",2022,geukjangpan hellokabot susanghan misu…,"$1,613,361",,"$1,613,361"
"13,725",1998,Oscar and Lucinda,"$1,612,957","$1,612,957",
"13,726",2021,Super Me (超级的我),"$1,612,952",,"$1,612,952"
"13,727",2008,Oye Lucky! Lucky Oye!,"$1,612,746","$80,037","$1,532,709"
"13,728",2015,3 Türken & ein Baby,"$1,611,854",,"$1,611,854"
"13,729",2014,National Gallery,"$1,611,769","$253,941","$1,357,828"
"13,730",2015,Noma: My Perfect Storm,"$1,611,738","$21,130","$1,590,608"
"13,731",2016,Embrace,"$1,611,592","$412,340","$1,199,252"
"13,732",2018,National Theatre Live: King Lear,"$1,611,558",,"$1,611,558"
"13,733",2004,The Blue Butterfly,"$1,610,194","$1,610,194",
"13,734",2009,It Might Get Loud,"$1,610,163","$1,610,163",
"13,735",2021,Special Couple,"$1,610,000",,"$1,610,000"
"13,736",2022,De club van Sinterklaas en de race te…,"$1,608,589",,"$1,608,589"
"13,737",2020,Otac,"$1,608,227",,"$1,608,227"
"13,738",1994,Safe Passage,"$1,607,000","$1,607,000",
"13,739",2023,Route 60: The Biblical Highway,"$1,606,339","$1,606,339",
"13,740",2010,The Disappearance of Alice Creed,"$1,605,139","$166,980","$1,438,159"
"13,741",2015,Das Haus der Krokodile,"$1,605,016",,"$1,605,016"
"13,742",2016,Que Pena Tu Vida,"$1,604,289",,"$1,604,289"
"13,743",2020,L'esprit de famille,"$1,602,914",,"$1,602,914"
"13,744",2023,Přání k narozeninám,"$1,602,797",,"$1,602,797"
"13,745",2011,L-o-v-e,"$1,601,237",,"$1,601,237"
"13,746",2016,Pyatnitsa,"$1,601,041",,"$1,601,041"
"13,747",2017,Il Ragazzo Invisibile - Seconda Gener…,"$1,600,921",,"$1,600,921"
"13,748",2018,Ilgeupgimil,"$1,600,669",,"$1,600,669"
"13,749",2002,Dogtown and Z-Boys,"$1,600,566","$1,293,295","$307,271"
"13,750",2022,Infinite Storm,"$1,600,542","$1,600,542",
"13,751",1967,Double Trouble,"$1,600,000","$1,600,000",
"13,752",1993,La Florida,"$1,600,000","$1,600,000",
"13,753",1973,Jonathan Livingston Seagull,"$1,600,000","$1,600,000",
"13,754",1957,The Prince and the Showgirl,"$1,600,000","$1,600,000",
"13,755",1937,Parnell,"$1,600,000","$1,600,000",
"13,756",2023,Bernadette,"$1,600,000",,"$1,600,000"
"13,757",2016,The Curse of Chopsticks,"$1,597,463",,"$1,597,463"
"13,758",1994,Chasers,"$1,596,700","$1,596,700",
"13,759",2006,Holy Daddy,"$1,595,545",,"$1,595,545"
"13,760",2021,Eiffel,"$1,595,061",,"$1,595,061"
"13,761",2010,Triangle,"$1,594,955",,"$1,594,955"
"13,762",2016,The Music of Strangers: Yo-Yo Ma and …,"$1,593,768","$1,169,214","$424,554"
"13,763",2019,The Kid,"$1,593,173","$1,508,593","$84,580"
"13,764",2022,Il signore delle formiche,"$1,592,433",,"$1,592,433"
"13,765",1997,Rhyme & Reason,"$1,591,687","$1,591,687",
"13,766",2011,I Am,"$1,591,034","$1,591,034",
"13,767",2019,Cinderela Pop,"$1,590,843",,"$1,590,843"
"13,768",2008,Midnight Meat Train,"$1,590,246","$73,548","$1,516,698"
"13,769",2015,Zhan Huo Zhong De Ba Lei,"$1,590,000",,"$1,590,000"
"13,770",2020,Gangubai Kathiawadi,"$1,589,881",,"$1,589,881"
"13,771",2018,Tanks,"$1,589,743",,"$1,589,743"
"13,772",2017,Oro,"$1,589,436","$5,539","$1,583,897"
"13,773",2010,Le Concert,"$1,588,999","$926,009","$662,990"
"13,774",2023,Imperatritsy (Императрицы),"$1,588,826",,"$1,588,826"
"13,775",2019,Pájaros de verano,"$1,588,408","$507,259","$1,081,149"
"13,776",2018,Plan B,"$1,588,246",,"$1,588,246"
"13,777",2017,"Ron Goossens, Low Budget Stuntman","$1,588,168",,"$1,588,168"
"13,778",1997,The End of Evangelion,"$1,588,016","$1,302,300","$285,716"
"13,779",2016,Old Aunt,"$1,587,354",,"$1,587,354"
"13,780",2017,Bhoomi,"$1,586,095",,"$1,586,095"
"13,781",1999,Romance,"$1,585,642","$1,585,642",
"13,782",2022,EO,"$1,585,301","$1,069,133","$516,168"
"13,783",1987,Making Mr. Right,"$1,584,970","$1,584,970",
"13,784",2011,Project Nim,"$1,583,533","$411,184","$1,172,349"
"13,785",2013,Seethamma Vakitlo Sirimalle Chettu,"$1,582,476","$1,582,476",
"13,786",1981,Student Bodies,"$1,582,148","$1,582,148",
"13,787",1991,Ju Dou,"$1,581,618","$1,581,618",
"13,788",2021,The Alpinist,"$1,580,415","$844,743","$735,672"
"13,789",2023,Mandoob,"$1,580,000",,"$1,580,000"
"13,790",2018,Sarkar,"$1,579,862",,"$1,579,862"
"13,791",2017,The Stray,"$1,579,440","$1,579,440",
"13,792",1986,Solarbabies,"$1,579,260","$1,579,260",
"13,793",2005,Nine Lives,"$1,578,830","$478,830","$1,100,000"
"13,794",2015,Queen of the Desert,"$1,578,543",,"$1,578,543"
"13,795",2011,Weekend,"$1,577,585","$484,592","$1,092,993"
"13,796",2014,Jai Ho,"$1,574,865","$1,187,266","$387,599"
"13,797",2008,One Piece: Episode of Chopper: Bloom …,"$1,574,571",,"$1,574,571"
"13,798",2012,Tot altijd,"$1,573,804",,"$1,573,804"
"13,799",2021,Zuì Yí Hàn Shì Cuò Guò Nǐ (最遗憾是错过你)…,"$1,573,626",,"$1,573,626"
"13,800",2019,Teen Spirit,"$1,573,603","$441,366","$1,132,237"
"13,801",2017,Il Colore Nascosto delle Cose,"$1,572,797",,"$1,572,797"
"13,802",2011,Mo er zhuang yuan bing shi ji,"$1,572,300",,"$1,572,300"
"13,803",2007,Dus Kahaniyaan,"$1,571,158","$219,071","$1,352,087"
"13,804",2016,Kotu Kedi Şerafettin,"$1,570,334",,"$1,570,334"
"13,805",2021,Qí qíng kuài chē (奇情快车),"$1,570,000",,"$1,570,000"
"13,806",2019,Como si fuera la primera vez,"$1,569,850",,"$1,569,850"
"13,807",2023,Rye Lane,"$1,569,808",,"$1,569,808"
"13,808",2016,Lost in the Moonlight,"$1,568,188",,"$1,568,188"
"13,809",2020,#jesuislà,"$1,567,666",,"$1,567,666"
"13,810",1985,Heavenly Bodies,"$1,567,386","$1,567,386",
"13,811",2006,Three Fellas,"$1,566,972",,"$1,566,972"
"13,812",2017,Camino A Marte,"$1,566,750",,"$1,566,750"
"13,813",2010,Bruc. La llegenda,"$1,566,101",,"$1,566,101"
"13,814",2022,Coldplay: Music of the Spheres Live B…,"$1,564,622",,"$1,564,622"
"13,815",2015,"SOS, Ded Moroz or everything will com…","$1,564,526",,"$1,564,526"
"13,816",2016,New York New York,"$1,563,226","$92,377","$1,470,849"
"13,817",1988,Another Woman,"$1,562,749","$1,562,749",
"13,818",2018,Miamor perdido,"$1,562,666",,"$1,562,666"
"13,819",2019,"Annyeong, Tirano: Yeongwonhi, Hamkke","$1,562,462",,"$1,562,462"
"13,820",2013,To the Wonder,"$1,561,940","$584,563","$977,377"
"13,821",2019,Four Springs,"$1,561,731",,"$1,561,731"
"13,822",2022,Vánoční příběh,"$1,561,296",,"$1,561,296"
"13,823",2016,30 Svidaniy,"$1,560,915",,"$1,560,915"
"13,824",1988,A Handful of Dust,"$1,560,700","$1,560,700",
"13,825",2020,The 23th Shanghai International Film …,"$1,560,000",,"$1,560,000"
"13,826",2022,Twenty One Pilots: Cinema Experience,"$1,560,000","$875,000","$685,000"
"13,827",2013,"Bless Me, Ultima","$1,559,556","$1,559,556",
"13,828",2021,André Rieu: Christmas with André 2021,"$1,559,304",,"$1,559,304"
"13,829",2005,Hating Alison Ashley,"$1,558,799",,"$1,558,799"
"13,830",2018,Ashes in the Snow,"$1,558,395",,"$1,558,395"
"13,831",2019,Eonni,"$1,558,387",,"$1,558,387"
"13,832",2021,French Exit,"$1,557,507","$741,895","$815,612"
"13,833",2014,Persecuted,"$1,557,494","$1,557,494",
"13,834",2017,Tui Li Bi Ji,"$1,556,202",,"$1,556,202"
"13,835",2021,Zwaar verliefd! 2,"$1,556,140",,"$1,556,140"
"13,836",2015,La Isla Minima,"$1,555,422",,"$1,555,422"
"13,837",2019,Zhuang si le yi zhi yang,"$1,555,422",,"$1,555,422"
"13,838",2019,Sono solo fantasmi,"$1,554,631",,"$1,554,631"
"13,839",1997,City of Industry,"$1,554,338","$1,554,338",
"13,840",2022,The Son,"$1,553,770","$449,650","$1,104,120"
"13,841",2012,Mi primera boda,"$1,553,760",,"$1,553,760"
"13,842",2015,Take That Live 2015,"$1,553,608",,"$1,553,608"
"13,843",2009,Stan Helsing: A Parody,"$1,553,556",,"$1,553,556"
"13,844",2015,Puli,"$1,553,385",,"$1,553,385"
"13,845",2009,El Búfalo de la Noche,"$1,553,198",,"$1,553,198"
"13,846",2018,Mannen Van Mars,"$1,552,589",,"$1,552,589"
"13,847",2002,Late Marriage,"$1,551,470","$1,551,470",
"13,848",2016,Macho,"$1,551,052",,"$1,551,052"
"13,849",2012,Soldiers of Fortune,"$1,550,422","$38,898","$1,511,524"
"13,850",2017,Mes Trésors,"$1,550,056",,"$1,550,056"
"13,851",2020,Wonderful Kingdom: Enchanted,"$1,550,000",,"$1,550,000"
"13,852",2021,Qi Huan Zhi Lv (奇幻之旅),"$1,550,000",,"$1,550,000"
"13,853",2011,Zi Zhai,"$1,549,982",,"$1,549,982"
"13,854",2017,Defenders,"$1,549,782",,"$1,549,782"
"13,855",2019,Prince of Legend,"$1,549,118",,"$1,549,118"
"13,856",2005,Chocolate: Deep Dark Secrets,"$1,549,000","$49,000","$1,500,000"
"13,857",2016,Martyrs,"$1,548,909",,"$1,548,909"
"13,858",2009,"Dédé, à travers les brumes","$1,548,858","$1,548,858",
"13,859",2019,Modalità aereo,"$1,548,450",,"$1,548,450"
"13,860",2017,El Tamaño Sí Importa,"$1,547,909",,"$1,547,909"
"13,861",2016,Laavor et hakir,"$1,547,643","$1,412,404","$135,239"
"13,862",1988,Two Moon Junction,"$1,547,397","$1,547,397",
"13,863",2022,geukjangpan ppororowa chinguideul bai…,"$1,547,049",,"$1,547,049"
"13,864",2018,Sky Rise,"$1,546,530",,"$1,546,530"
"13,865",2015,Ba Xi Ku Da Mao Xian,"$1,546,402",,"$1,546,402"
"13,866",2014,Fed Up,"$1,546,228","$1,538,898","$7,330"
"13,867",2012,The Bay,"$1,545,308","$30,668","$1,514,640"
"13,868",2012,Universal Soldier: Day of Reckoning,"$1,545,188","$5,460","$1,539,728"
"13,869",2016,Geroy,"$1,545,121",,"$1,545,121"
"13,870",2003,The Statement,"$1,545,064","$765,637","$779,427"
"13,871",2021,Seeti Maar,"$1,544,218",,"$1,544,218"
"13,872",2017,Špunti na vodě,"$1,543,599",,"$1,543,599"
"13,873",2015,Barbie in Princess Power,"$1,543,208",,"$1,543,208"
"13,874",1991,One False Move,"$1,543,000","$1,543,000",
"13,875",2023,Meongmungi (멍뭉이),"$1,542,336",,"$1,542,336"
"13,876",2020,Wasp Network,"$1,541,687",,"$1,541,687"
"13,877",2013,The Lords of Salem,"$1,541,131","$1,165,881","$375,250"
"13,878",2019,La trinchera infinita,"$1,541,026",,"$1,541,026"
"13,879",2018,Pup Star,"$1,540,986",,"$1,540,986"
"13,880",2012,Rampart,"$1,540,340","$969,239","$571,101"
"13,881",2007,Year of the Dog,"$1,540,141","$1,540,141",
"13,882",2021,The Ugly Duckling 2,"$1,540,000",,"$1,540,000"
"13,883",2023,To Catch a Killer,"$1,539,856",,"$1,539,856"
"13,884",2016,Big Fire,"$1,539,719",,"$1,539,719"
"13,885",1987,Three for the Road,"$1,539,000","$1,539,000",
"13,886",2021,Gyokou no Nikuko-chan,"$1,538,633","$29,823","$1,508,810"
"13,887",2021,Man of God,"$1,538,142","$920,561","$617,581"
"13,888",2022,Il sesso degli angeli,"$1,538,011",,"$1,538,011"
"13,889",2018,Zoufalé ženy dělají zoufalé věci,"$1,537,977",,"$1,537,977"
"13,890",1985,Marie: A True Story,"$1,537,649","$1,537,649",
"13,891",2007,Blonde Ambition,"$1,537,479","$6,422","$1,531,057"
"13,892",2018,Rubezh,"$1,537,478",,"$1,537,478"
"13,893",1983,Testament,"$1,537,122","$1,537,122",
"13,894",2019,Sprite Sisters - Vier zauberhafte Sch…,"$1,535,712",,"$1,535,712"
"13,895",2005,Eros,"$1,535,685","$188,248","$1,347,437"
"13,896",1998,Carne trémula,"$1,535,558","$1,535,558",
"13,897",2017,Dance Academy,"$1,535,387",,"$1,535,387"
"13,898",2017,Siccin 4,"$1,535,095",,"$1,535,095"
"13,899",2018,Egy nap,"$1,534,935",,"$1,534,935"
"13,900",2023,Buď chlap!,"$1,534,298",,"$1,534,298"
"13,901",2008,La Jeune Fille et les Loups,"$1,533,689",,"$1,533,689"
"13,902",2018,Yardie,"$1,532,695","$35,632","$1,497,063"
"13,903",2006,Requiem,"$1,531,921","$9,600","$1,522,321"
"13,904",2019,National Theatre Live: The Lehman Tri…,"$1,531,395",,"$1,531,395"
"13,905",1991,Tacones lejanos,"$1,530,941","$1,530,941",
"13,906",2007,Ouija,"$1,530,776",,"$1,530,776"
"13,907",2016,Xiaoming And His Friends,"$1,530,000",,"$1,530,000"
"13,908",2020,Miao Xian Sheng,"$1,530,000",,"$1,530,000"
"13,909",2018,Mi Pequeño Gran Hombre,"$1,529,896",,"$1,529,896"
"13,910",2019,Dylda,"$1,529,672","$196,258","$1,333,414"
"13,911",2009,13 Semester,"$1,528,815",,"$1,528,815"
"13,912",2000,Kikujiro,"$1,528,238","$198,238","$1,330,000"
"13,913",2019,Le jeune Ahmed,"$1,528,179","$21,291","$1,506,888"
"13,914",2008,The Hottie and the Nottie,"$1,527,696","$27,696","$1,500,000"
"13,915",1992,A Midnight Clear,"$1,526,697","$1,526,697",
"13,916",2015,The Met: Live in HD - Tannhauser,"$1,526,581","$1,150,000","$376,581"
"13,917",2007,Efter brylluppet,"$1,526,359","$1,526,359",
"13,918",2015,Prilichnye lyudi,"$1,525,367",,"$1,525,367"
"13,919",2024,Mother’s Instinct,"$1,524,534",,"$1,524,534"
"13,920",2017,Mykyta kozhumyaka,"$1,524,334",,"$1,524,334"
"13,921",2000,Girlfight,"$1,523,941","$1,523,941",
"13,922",2015,Karbala,"$1,523,690",,"$1,523,690"
"13,923",2018,Gojira: hoshi wo kû mono,"$1,523,168",,"$1,523,168"
"13,924",2008,Les Liens du sang,"$1,523,036",,"$1,523,036"
"13,925",2017,Renegades,"$1,521,672",,"$1,521,672"
"13,926",2023,Aiyu Konseoteu Deo Goldeun Awo (아이유 콘…,"$1,521,479",,"$1,521,479"
"13,927",2022,Marmaduke,"$1,521,190",,"$1,521,190"
"13,928",2018,Io c'è,"$1,520,812",,"$1,520,812"
"13,929",1989,The Stepfather 2,"$1,519,796","$1,519,796",
"13,930",2013,Sur le chemin de l'ecole,"$1,518,983","$7,424","$1,511,559"
"13,931",2017,Et les mistrals gagnants,"$1,517,093",,"$1,517,093"
"13,932",2020,Synchronic,"$1,516,888","$636,673","$880,215"
"13,933",2009,The Cove,"$1,516,214","$869,730","$646,484"
"13,934",1991,Life is Sweet,"$1,516,000","$1,516,000",
"13,935",2023,Papy protiv mam (Папы против мам)…,"$1,515,666",,"$1,515,666"
"13,936",1982,"I, The Jury","$1,515,578","$1,515,578",
"13,937",2016,Všechno nebo nic,"$1,515,221",,"$1,515,221"
"13,938",2018,Notti magiche,"$1,515,067",,"$1,515,067"
"13,939",2017,Divórcio,"$1,514,777",,"$1,514,777"
"13,940",2024,De Terugreis,"$1,513,658",,"$1,513,658"
"13,941",2007,Trade,"$1,513,388","$214,202","$1,299,186"
"13,942",2016,I Babysitter,"$1,512,879",,"$1,512,879"
"13,943",2016,The Confession,"$1,512,841",,"$1,512,841"
"13,944",2018,Royal Opera House: The Nutcracker,"$1,512,712",,"$1,512,712"
"13,945",2005,Paheli (Puzzle),"$1,512,594","$1,409,499","$103,095"
"13,946",2007,L'Heure Zéro,"$1,512,047",,"$1,512,047"
"13,947",2022,Running The Bases,"$1,511,980","$1,511,980",
"13,948",2020,Veinteañera: Divorciada y Fantástica,"$1,510,863",,"$1,510,863"
"13,949",2016,Hartenstrijd,"$1,509,967",,"$1,509,967"
"13,950",2024,Romeo è Giulietta,"$1,508,878",,"$1,508,878"
"13,951",2019,Guo Chun Tian,"$1,508,594",,"$1,508,594"
"13,952",2014,The Break-Up Season,"$1,508,320",,"$1,508,320"
"13,953",2011,Burke & Hare,"$1,507,806","$4,833","$1,502,973"
"13,954",2019,Light of My Life,"$1,507,696",,"$1,507,696"
"13,955",2015,Shinya shokudô,"$1,507,352",,"$1,507,352"
"13,956",2013,Disconnect,"$1,507,310","$1,436,862","$70,448"
"13,957",2019,Pikovaya dama. Zazerkalye,"$1,506,113",,"$1,506,113"
"13,958",2019,La Gran aventura de los Lunnis y el l…,"$1,505,700",,"$1,505,700"
"13,959",2016,Tenemos que hablar,"$1,505,667",,"$1,505,667"
"13,960",2014,A Promise,"$1,505,231",,"$1,505,231"
"13,961",2008,The Cottage,"$1,504,960",,"$1,504,960"
"13,962",2008,Çilgin Dersane Kampta,"$1,504,736",,"$1,504,736"
"13,963",2019,Belzebuth,"$1,504,642",,"$1,504,642"
"13,964",2019,Misfit 2,"$1,504,508",,"$1,504,508"
"13,965",2023,Byt (БЫТЬ),"$1,503,404",,"$1,503,404"
"13,966",2019,Brugklas - De tijd van mijn leven,"$1,502,589",,"$1,502,589"
"13,967",2017,Daddy,"$1,502,202",,"$1,502,202"
"13,968",1980,Lion of the Desert,"$1,502,136","$1,500,000","$2,136"
"13,969",2016,Kollektivet,"$1,501,262","$38,737","$1,462,525"
"13,970",2002,Time Changer,"$1,500,711","$1,500,711",
"13,971",2018,Xiao Jin Gang Niu Yue Da Mao Xian,"$1,500,338",,"$1,500,338"
"13,972",2022,Barboskiny Team (Барбоскины Team)…,"$1,500,245",,"$1,500,245"
"13,973",1983,Lianna,"$1,500,000","$1,500,000",
"13,974",1986,Salvador,"$1,500,000","$1,500,000",
"13,975",1955,Land of the Pharaohs,"$1,500,000","$1,500,000",
"13,976",1963,Fun in Acapulco,"$1,500,000","$1,500,000",
"13,977",1970,The Only Game in Town,"$1,500,000","$1,500,000",
"13,978",1975,At Long Last Love,"$1,500,000","$1,500,000",
"13,979",1965,Harum Scarum,"$1,500,000","$1,500,000",
"13,980",1984,Finders Keepers,"$1,500,000","$1,500,000",
"13,981",1984,Misunderstood,"$1,500,000","$1,500,000",
"13,982",2013,Atharintiki Daaredi,"$1,500,000","$1,500,000",
"13,983",2018,Met Opera: Turandot (2018) Encore,"$1,500,000",,"$1,500,000"
"13,984",2016,Priceless,"$1,499,605","$1,499,605",
"13,985",2021,La familia perfecta,"$1,499,245",,"$1,499,245"
"13,986",2021,Attention au départ,"$1,498,984",,"$1,498,984"
"13,987",2017,Met Opera: Der Rosenkavalier,"$1,498,974",,"$1,498,974"
"13,988",1993,M. Butterfly,"$1,498,795","$1,498,795",
"13,989",2022,The Twin,"$1,498,307",,"$1,498,307"
"13,990",2015,Fashion Chicks,"$1,498,256",,"$1,498,256"
"13,991",2022,Střídavka,"$1,498,012",,"$1,498,012"
"13,992",2007,One More Chance,"$1,497,862",,"$1,497,862"
"13,993",1993,A Dangerous Woman,"$1,497,222","$1,497,222",
"13,994",2023,Varisu,"$1,496,536",,"$1,496,536"
"13,995",2001,The Center of the World,"$1,496,037","$1,096,037","$400,000"
"13,996",2013,The Invisible Woman,"$1,495,398","$1,233,347","$262,051"
"13,997",2020,El verano que vivimos,"$1,495,163",,"$1,495,163"
"13,998",2009,Beautiful Kate,"$1,494,844",,"$1,494,844"
"13,999",2018,Battle of Tortoise and Rabbit,"$1,494,779",,"$1,494,779"
"14,000",2015,The Nutcracker Royal Ballet 2015,"$1,494,137",,"$1,494,137"
"14,001",2007,A Love Story,"$1,493,728",,"$1,493,728"
"14,002",2014,Yves Saint Laurent,"$1,493,340","$723,593","$769,747"
"14,003",2021,El Exorcismo de Carmen Farías,"$1,493,222",,"$1,493,222"
"14,004",2003,Bubba Ho-Tep,"$1,492,895","$1,239,183","$253,712"
"14,005",2015,Yeonaeui mat,"$1,492,463",,"$1,492,463"
"14,006",2018,Kaala,"$1,492,441",,"$1,492,441"
"14,007",2008,Gonzo: The Life and Work of Dr. Hunte…,"$1,492,100","$1,252,100","$240,000"
"14,008",2015,Chuen lik kau saat,"$1,492,099",,"$1,492,099"
"14,009",2018,Sometimes Always Never,"$1,491,952",,"$1,491,952"
"14,010",2019,5Gang: Un altfel de Crăciun,"$1,490,925",,"$1,490,925"
"14,011",2016,Summer Camp,"$1,490,703",,"$1,490,703"
"14,012",1950,The Third Man,"$1,490,498","$1,034,144","$456,354"
"14,013",2017,My Pet Dinosaur,"$1,490,107",,"$1,490,107"
"14,014",2021,Hui Shan Di Yu,"$1,490,000",,"$1,490,000"
"14,015",2020,Perdida,"$1,489,748",,"$1,489,748"
"14,016",2014,Fachon Models,"$1,489,112",,"$1,489,112"
"14,017",2008,Solo Quiero Caminar,"$1,488,707",,"$1,488,707"
"14,018",2017,Mahou shoujo ririkaru Nanoha: Reflection,"$1,488,577",,"$1,488,577"
"14,019",2017,Open Water 3: Cage Dive,"$1,486,774",,"$1,486,774"
"14,020",2015,Le meraviglie,"$1,486,659","$70,805","$1,415,854"
"14,021",2023,Kuru Otlar Üstüne,"$1,486,373","$115,649","$1,370,724"
"14,022",1992,Zebrahead,"$1,486,300","$1,486,300",
"14,023",2024,Chien et chat,"$1,486,151",,"$1,486,151"
"14,024",2020,Wild Mountain Thyme,"$1,486,113","$213,441","$1,272,672"
"14,025",2017,Hexe Lilli rettet Weihnachten,"$1,485,785",,"$1,485,785"
"14,026",2021,My Son,"$1,485,369",,"$1,485,369"
"14,027",1994,Trois couleurs: Blanc,"$1,484,622","$1,464,000","$20,622"
"14,028",1993,Josh and S.A.M.,"$1,484,404","$1,484,404",
"14,029",2024,National Theatre Live: Dear England,"$1,483,756",,"$1,483,756"
"14,030",2018,El Mundo es suyo,"$1,482,549",,"$1,482,549"
"14,031",2017,Expedition Happiness,"$1,482,415",,"$1,482,415"
"14,032",2022,Soy Tu Fan: La Película,"$1,481,959",,"$1,481,959"
"14,033",2017,My Friend Dahmer,"$1,481,211","$1,361,611","$119,600"
